percentile,malmem_threshold,android_threshold
0.9,0.012668557051582763,-0.10526846395389286
0.95,0.056855832755044244,-0.06290797623912556
0.975,0.08463066739293044,-0.021186601979774528
0.99,0.11795140138227646,0.022354380083424507
