dataset,poisoning_rate,defense,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,macro_precision_mean,macro_precision_std,macro_precision_min,macro_precision_max,macro_recall_mean,macro_recall_std,macro_recall_min,macro_recall_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,retention_mean,retention_std,retention_min,retention_max,poison_removal_rate_mean,poison_removal_rate_std,poison_removal_rate_min,poison_removal_rate_max,accuracy_seed_range,macro_precision_seed_range,macro_recall_seed_range,macro_f1_seed_range,balanced_accuracy_seed_range,retention_seed_range,poison_removal_rate_seed_range,accuracy_cv,macro_precision_cv,macro_recall_cv,macro_f1_cv,balanced_accuracy_cv,retention_cv,poison_removal_rate_cv
MalMem,0.01,E3_Anomaly_Only,0.9040699204970252,0.00036477666668116804,0.9036487126836202,0.9042805244037276,0.7664428161277813,0.0010327279613881438,0.765250326032612,0.767040664897682,0.7683864859583479,0.0008064029494274155,0.767495112099637,0.769065357792554,0.7673746645866849,0.0008956614548239602,0.7663484355374512,0.7679989091951637,0.7683864859583479,0.0008064029494274155,0.767495112099637,0.769065357792554,0.9521319972742607,0.00019056405050692248,0.9519756023995444,0.952344247461376,0.10850111856823264,0.019081344641199052,0.087248322147651,0.1241610738255033,0.0006318117201074003,0.0017903388650699625,0.0015702456929170827,0.0016504736577124257,0.0015702456929170827,0.0003686450618316517,0.036912751677852296,0.0004034828041625662,0.0013474298925596133,0.0010494757054734672,0.0011671762128169449,0.0010494757054734672,0.00020014457139605057,0.1758631145281645
MalMem,0.01,E4_PoisonShield,0.9089664613278576,0.0006383591666921586,0.9083873005844258,0.9096509240246408,0.7780175260883562,0.001988098265089465,0.7759469479764602,0.7799113397063027,0.7765328202887477,0.0015442241040333597,0.7751101879831651,0.7781751123143801,0.77719232303222,0.0017575825930410704,0.7754711165060395,0.7789841527135546,0.7765328202887477,0.0015442241040333597,0.7751101879831651,0.7781751123143801,0.9764960845426008,0.0003167542897718601,0.9761386105432488,0.9767418479171552,0.9429530201342282,0.014627177662888093,0.9328859060402684,0.959731543624161,0.0012636234402149116,0.00396439172984242,0.0030649243312149688,0.0035130362075150856,0.0030649243312149688,0.0006032373739064401,0.02684563758389258,0.0007022912217900931,0.002555338663236855,0.0019886140851833566,0.002261451304850584,0.0019886140851833566,0.0003243784535195863,0.015512095884486305
MalMem,0.05,E1_No_Defense,0.9142315589954194,0.001555655947211612,0.912494076765124,0.9154951824356342,0.7905157637691183,0.004101867047134484,0.7858230110350825,0.79341789827172,0.7891233171467508,0.0038620131105668253,0.784790110311162,0.7922024084582702,0.7897655589597496,0.003991120451871364,0.7852305363796823,0.7927431548292918,0.7891233171467508,0.0038620131105668253,0.784790110311162,0.7922024084582702,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0030011056705102623,0.007594887236637593,0.007412298147108198,0.007512618449609487,0.007412298147108198,0.0,0.0,0.001701599481996668,0.0051888491477729655,0.00489405524668918,0.005053550900761388,0.00489405524668918,0.0,
MalMem,0.05,E2_Integrity_Only,0.9143895119254464,0.0002735825000109401,0.9140736060653926,0.9145474648554732,0.7895533867133911,0.0007248398618896342,0.7887319777662457,0.790103225408298,0.7895514519490646,0.0006447182889596901,0.7888195122973138,0.790035149986365,0.7894909860019568,0.0006696960800730845,0.7887394308624145,0.790024454706025,0.7895514519490646,0.0006447182889596901,0.7888195122973138,0.790035149986365,0.9474530486236171,0.00042175447159139304,0.9470028299459736,0.9478389503473116,0.9532690246516613,0.003929325354731639,0.94983922829582,0.957556270096463,0.00047385879008066123,0.00137124764205232,0.0012156376890511966,0.001285023843610511,0.0012156376890511966,0.0008361204013379586,0.007717041800643032,0.0002991968919622148,0.0009180378098393896,0.0008165627298488992,0.0008482631112287641,0.0008165627298488992,0.0004451455111196103,0.004121948005357116
MalMem,0.05,E3_Anomaly_Only,0.9063865634707525,0.00168893960220556,0.9049123361238351,0.908229347654399,0.7726825674455089,0.004101635090767703,0.7690822125778413,0.7771476077347188,0.7737949743142054,0.004197931277491228,0.7701374429161121,0.7783786402046402,0.7732318322621986,0.0041408984111105385,0.7696088239952001,0.7777456313414954,0.7737949743142054,0.004197931277491228,0.7701374429161121,0.7783786402046402,0.9507117742903697,0.00015863399994590254,0.9506045793671212,0.950894005659892,0.08788853161843513,0.003172271937180849,0.0842443729903537,0.090032154340836,0.0033170115305638515,0.008065395156877542,0.008241197288528124,0.008136807346295294,0.008241197288528124,0.00028942629277084464,0.005787781350482302,0.0018633766985007374,0.005308305458899794,0.0054251208871080436,0.005355312906603647,0.0054251208871080436,0.0001668581416952684,0.03609426484621626
MalMem,0.05,E4_PoisonShield,0.9105459906281261,0.0003975061567562723,0.9101247828147212,0.9109145474648556,0.7819152232019974,0.0007351611485939064,0.7810667001226334,0.7823611261889949,0.7804285986836454,0.0010236718256900184,0.7793291234063782,0.7813541947966016,0.7810518349579016,0.0008538555506891125,0.7800984522329627,0.7817461621085211,0.7804285986836454,0.0010236718256900184,0.7793291234063782,0.7813541947966016,0.9348362061572764,0.0004282433829740262,0.9343645484949832,0.935200668896321,0.9541264737406218,0.004740266749731157,0.9504823151125402,0.9594855305466238,0.0007897646501343614,0.0012944260663615426,0.002025071390223454,0.0016477098755584008,0.002025071390223454,0.0008361204013378476,0.009003215434083556,0.00043655802216213023,0.0009402056984942309,0.001311679027929849,0.0010932123995779806,0.001311679027929849,0.0004580945626125854,0.00496817442990246
MalMem,0.1,E1_No_Defense,0.917180013689254,0.00249911952536323,0.9150213236455536,0.919917864476386,0.8001163563362993,0.005768641204801071,0.7963259378296168,0.806755168335221,0.796293082673027,0.006157136088192622,0.791018561528877,0.8030588895792806,0.7980955252306415,0.005936030340737375,0.7935667255162959,0.8048157006731262,0.796293082673027,0.006157136088192622,0.791018561528877,0.8030588895792806,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.004896540830832463,0.010429230505604181,0.01204032805040367,0.011248975156830321,0.01204032805040367,0.0,0.0,0.0027247862884743875,0.007209752880462846,0.007732248618214933,0.00743774417106514,0.007732248618214933,0.0,
MalMem,0.1,E2_Integrity_Only,0.9173379666192808,0.0013800181563818768,0.915811088295688,0.9184962881061444,0.7968806659636328,0.0033282798549931062,0.7932428331747319,0.7997729305043764,0.7967744006700487,0.0033183310281943157,0.7931016894557354,0.7995566500687437,0.7967652394885231,0.003285168153629341,0.7931481455722311,0.7995636366869393,0.7967744006700487,0.0033183310281943157,0.7931016894557354,0.7995566500687437,0.8948501558866241,0.0008210880187956145,0.8941291167778692,0.8957438381622642,0.9535852122689416,0.003858098702665567,0.9494210847044484,0.9570383912248628,0.00268519981045634,0.006530097329644491,0.006454960613008209,0.006415491114708183,0.006454960613008209,0.0016147213843950015,0.007617306520414369,0.0015043726593675594,0.004176635219237454,0.004164705875846111,0.0041231318722416,0.004164705875846111,0.0009175704037086236,0.00404588772248857
MalMem,0.1,E3_Anomaly_Only,0.9067551203074817,0.003006642770551169,0.9036487126836202,0.9096509240246408,0.7761526256931724,0.008540065698033103,0.7668455223860552,0.7836286041659253,0.7747905146966442,0.00745450811314466,0.7669898114094409,0.7818422886187896,0.7754577799741114,0.007980712759921977,0.7669099706441123,0.7827137967932505,0.7747905146966442,0.00745450811314466,0.7669898114094409,0.7818422886187896,0.948135961571662,0.0004839595225886056,0.9478414526399171,0.9486945129939371,0.09333739589681084,0.004840037602049112,0.0877513711151736,0.0962827544180377,0.006002211341020525,0.01678308177987009,0.01485247720934868,0.015803826149138223,0.01485247720934868,0.0008530603540199966,0.008531383302864098,0.003315826625309392,0.011003075188215816,0.00962132082381435,0.010291614793249495,0.00962132082381435,0.0005104326195858851,0.05185528860693752
MalMem,0.1,E4_PoisonShield,0.9142842099720951,0.0017326891667355545,0.9123361238350972,0.9156531353656612,0.7907391941326337,0.004276210371753296,0.7858511023081883,0.7937881316717894,0.7895479818068951,0.004174068563285403,0.7848389237891541,0.7927921331008785,0.7900413022192533,0.004244428396743129,0.785215324452821,0.7931943089154346,0.7895479818068951,0.004174068563285403,0.7848389237891541,0.7927921331008785,0.8829479328519635,0.0007387719375427301,0.8822776711452335,0.8837400603235536,0.9547024172252692,0.0035314520923651694,0.9509445460085314,0.9579524680073126,0.0033170115305639625,0.007937029363601078,0.007953209311724385,0.00797898446261358,0.007953209311724385,0.0014623891783200893,0.007007921998781197,0.0018951318942590487,0.005407864443147901,0.0052866559847736805,0.005372413296393977,0.0052866559847736805,0.000836710648561645,0.0036990082235561126
