dataset,poisoning_rate,defense,metric,n,mean,std,sem,ci95_lower,ci95_upper
MalMem,0.1,E2_Integrity_Only,macro_recall,3,0.7967744006700487,0.0033183310281943157,0.001915839312388276,0.7885312094228399,0.8050175919172574
MalMem,0.1,E2_Integrity_Only,poison_removal_rate,3,0.9535852122689416,0.003858098702665555,0.0022274743245441044,0.944001163785995,0.9631692607518881
MalMem,0.1,E2_Integrity_Only,retention,3,0.8948501558866241,0.0008210880187956086,0.00047405538868002114,0.8928104601744675,0.8968898515987807
MalMem,0.1,E3_Anomaly_Only,accuracy,3,0.9067551203074817,0.003006642770551169,0.0017358860129347597,0.8992862056153941,0.9142240349995694
MalMem,0.1,E3_Anomaly_Only,balanced_accuracy,3,0.7747905146966442,0.007454508113144689,0.004303862265800336,0.7562724899702327,0.7933085394230557
MalMem,0.1,E3_Anomaly_Only,macro_f1,3,0.7754577799741114,0.007980712759921975,0.0046076666602660335,0.7556325904405421,0.7952829695076806
MalMem,0.1,E3_Anomaly_Only,macro_precision,3,0.7761526256931722,0.008540065698033068,0.004930609229656481,0.7549379264318629,0.7973673249544816
MalMem,0.1,E3_Anomaly_Only,macro_recall,3,0.7747905146966442,0.007454508113144689,0.004303862265800336,0.7562724899702327,0.7933085394230557
MalMem,0.1,E3_Anomaly_Only,poison_removal_rate,3,0.09333739589681084,0.004840037602049113,0.0027943970124309665,0.081314075963271,0.10536071583035067
MalMem,0.1,E3_Anomaly_Only,retention,3,0.948135961571662,0.000483959522588598,0.00027941416064340983,0.946933739470639,0.9493381836726851
MalMem,0.1,E4_PoisonShield,accuracy,3,0.914284209972095,0.001732689166735592,0.0010003685568367425,0.9099799714702659,0.9185884484739242
MalMem,0.1,E4_PoisonShield,balanced_accuracy,3,0.7895479818068951,0.004174068563285425,0.0024098996086287946,0.7791790206774063,0.7999169429363839
MalMem,0.1,E4_PoisonShield,macro_f1,3,0.7900413022192533,0.0042444283967431815,0.002450521877415768,0.7794975575740796,0.800585046864427
MalMem,0.1,E4_PoisonShield,macro_precision,3,0.7907391941326337,0.004276210371753312,0.0024688712092432443,0.7801164986847834,0.801361889580484
MalMem,0.1,E4_PoisonShield,macro_recall,3,0.7895479818068951,0.004174068563285425,0.0024098996086287946,0.7791790206774063,0.7999169429363839
