dataset,poisoning_rate,seed,metric,comparison,poisonshield_value,baseline_value,absolute_difference
Android,0.2,123,poison_removal_rate,PoisonShield_vs_No_Defense,0.9607476635514018,0.0,0.9607476635514018
Android,0.2,123,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9607476635514018,0.9607476635514018,0.0
Android,0.2,123,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9607476635514018,0.0485981308411214,0.9121495327102804
Android,0.2,123,retention,PoisonShield_vs_No_Defense,0.7809755185946552,1.0,-0.2190244814053448
Android,0.2,123,retention,PoisonShield_vs_Integrity_Only,0.7809755185946552,0.7867688282564007,-0.005793309661745516
Android,0.2,123,retention,PoisonShield_vs_Anomaly_Only,0.7809755185946552,0.9508503083535788,-0.16987478975892356
Android,0.2,2026,accuracy,PoisonShield_vs_No_Defense,0.9237472766884532,0.9193899782135077,0.004357298474945592
Android,0.2,2026,accuracy,PoisonShield_vs_Integrity_Only,0.9237472766884532,0.9248366013071896,-0.0010893246187363426
Android,0.2,2026,accuracy,PoisonShield_vs_Anomaly_Only,0.9237472766884532,0.9139433551198256,0.009803921568627638
Android,0.2,2026,balanced_accuracy,PoisonShield_vs_No_Defense,0.9084496298062668,0.8999346864087654,0.008514943397501362
Android,0.2,2026,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.9084496298062668,0.9115546228575552,-0.0031049930512884183
Android,0.2,2026,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.9084496298062668,0.8956327925364281,0.012816837269838621
Android,0.2,2026,macro_f1,PoisonShield_vs_No_Defense,0.912136805216888,0.9065310266002496,0.005605778616638357
Android,0.2,2026,macro_f1,PoisonShield_vs_Integrity_Only,0.912136805216888,0.9131477662260716,-0.0010109610091836307
Android,0.2,2026,macro_f1,PoisonShield_vs_Anomaly_Only,0.912136805216888,0.9001879591032894,0.011948846113598588
Android,0.2,2026,macro_precision,PoisonShield_vs_No_Defense,0.9169395246449752,0.9155079978344928,0.0014315268104824197
Android,0.2,2026,macro_precision,PoisonShield_vs_Integrity_Only,0.9169395246449752,0.916292369660788,0.0006471549841872148
Android,0.2,2026,macro_precision,PoisonShield_vs_Anomaly_Only,0.9169395246449752,0.9085260515729152,0.008413473072059974
Android,0.2,2026,macro_recall,PoisonShield_vs_No_Defense,0.9084496298062668,0.8999346864087654,0.008514943397501362
Android,0.2,2026,macro_recall,PoisonShield_vs_Integrity_Only,0.9084496298062668,0.9115546228575552,-0.0031049930512884183
Android,0.2,2026,macro_recall,PoisonShield_vs_Anomaly_Only,0.9084496298062668,0.8956327925364281,0.012816837269838621
Android,0.2,2026,poison_removal_rate,PoisonShield_vs_No_Defense,0.9532710280373832,0.0,0.9532710280373832
Android,0.2,2026,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9532710280373832,0.9523364485981308,0.0009345794392523477
Android,0.2,2026,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9532710280373832,0.0364485981308411,0.9168224299065421
Android,0.2,2026,retention,PoisonShield_vs_No_Defense,0.7837787329471126,1.0,-0.21622126705288736
Android,0.2,2026,retention,PoisonShield_vs_Integrity_Only,0.7837787329471126,0.7895720426088582,-0.005793309661745516
Android,0.2,2026,retention,PoisonShield_vs_Anomaly_Only,0.7837787329471126,0.9532797607923752,-0.16950102784526255
MalMem,0.01,42,accuracy,PoisonShield_vs_No_Defense,0.9096509240246408,0.9126520296951508,-0.0030011056705100403
MalMem,0.01,42,accuracy,PoisonShield_vs_Integrity_Only,0.9096509240246408,0.9117043121149896,-0.002053388090348829
MalMem,0.01,42,accuracy,PoisonShield_vs_Anomaly_Only,0.9096509240246408,0.9042805244037276,0.005370399620913124
MalMem,0.01,42,balanced_accuracy,PoisonShield_vs_No_Defense,0.7781751123143801,0.7853574790213196,-0.0071823667069395025
MalMem,0.01,42,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7781751123143801,0.7830092506027808,-0.0048341382884007356
MalMem,0.01,42,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7781751123143801,0.769065357792554,0.009109754521826052
MalMem,0.01,42,macro_f1,PoisonShield_vs_No_Defense,0.7789841527135546,0.7855359287280957,-0.006551776014541155
MalMem,0.01,42,macro_f1,PoisonShield_vs_Integrity_Only,0.7789841527135546,0.7830129150880611,-0.004028762374506556
MalMem,0.01,42,macro_f1,PoisonShield_vs_Anomaly_Only,0.7789841527135546,0.7679989091951637,0.01098524351839092
MalMem,0.01,42,macro_precision,PoisonShield_vs_No_Defense,0.7799113397063027,0.7857387386893294,-0.005827398983026755
MalMem,0.01,42,macro_precision,PoisonShield_vs_Integrity_Only,0.7799113397063027,0.7831178797577942,-0.0032065400514915687
MalMem,0.01,42,macro_precision,PoisonShield_vs_Anomaly_Only,0.7799113397063027,0.76703745745305,0.0128738822532527
MalMem,0.01,42,macro_recall,PoisonShield_vs_No_Defense,0.7781751123143801,0.7853574790213196,-0.0071823667069395025
MalMem,0.01,42,macro_recall,PoisonShield_vs_Integrity_Only,0.7781751123143801,0.7830092506027808,-0.0048341382884007356
MalMem,0.01,42,macro_recall,PoisonShield_vs_Anomaly_Only,0.7781751123143801,0.769065357792554,0.009109754521826052
MalMem,0.01,42,poison_removal_rate,PoisonShield_vs_No_Defense,0.9362416107382552,0.0,0.9362416107382552
MalMem,0.01,42,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9362416107382552,0.9362416107382552,0.0
MalMem,0.01,42,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9362416107382552,0.087248322147651,0.8489932885906042
MalMem,0.01,42,retention,PoisonShield_vs_No_Defense,0.9766077951673984,1.0,-0.023392204832601626
MalMem,0.01,42,retention,PoisonShield_vs_Integrity_Only,0.9766077951673984,0.9898790173933444,-0.013271222225946011
MalMem,0.01,42,retention,PoisonShield_vs_Anomaly_Only,0.9766077951673984,0.952344247461376,0.024263547706022348
MalMem,0.01,123,accuracy,PoisonShield_vs_No_Defense,0.9088611593745064,0.9117043121149896,-0.0028431527404831902
MalMem,0.01,123,accuracy,PoisonShield_vs_Integrity_Only,0.9088611593745064,0.9145474648554732,-0.0056863054809668245
MalMem,0.01,123,accuracy,PoisonShield_vs_Anomaly_Only,0.9088611593745064,0.9036487126836202,0.005212446690886163
MalMem,0.01,123,balanced_accuracy,PoisonShield_vs_No_Defense,0.7763131605686981,0.7829969252833701,-0.006683764714671914
MalMem,0.01,123,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7763131605686981,0.789915466852677,-0.013602306283978849
MalMem,0.01,123,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7763131605686981,0.767495112099637,0.008818048469061202
MalMem,0.01,123,macro_f1,PoisonShield_vs_No_Defense,0.777121699877066,0.7831479011298168,-0.0060262012527507736
MalMem,0.01,123,macro_f1,PoisonShield_vs_Integrity_Only,0.777121699877066,0.7899356380905496,-0.012813938213483533
MalMem,0.01,123,macro_f1,PoisonShield_vs_Anomaly_Only,0.777121699877066,0.7663484355374512,0.010773264339614785
MalMem,0.01,123,macro_precision,PoisonShield_vs_No_Defense,0.7781942905823058,0.7833267411061473,-0.005132450523841481
MalMem,0.01,123,macro_precision,PoisonShield_vs_Integrity_Only,0.7781942905823058,0.7900802669273027,-0.011885976344996885
MalMem,0.01,123,macro_precision,PoisonShield_vs_Anomaly_Only,0.7781942905823058,0.765250326032612,0.01294396454969382
MalMem,0.01,123,macro_recall,PoisonShield_vs_No_Defense,0.7763131605686981,0.7829969252833701,-0.006683764714671914
MalMem,0.01,123,macro_recall,PoisonShield_vs_Integrity_Only,0.7763131605686981,0.789915466852677,-0.013602306283978849
MalMem,0.01,123,macro_recall,PoisonShield_vs_Anomaly_Only,0.7763131605686981,0.767495112099637,0.008818048469061202
MalMem,0.01,123,poison_removal_rate,PoisonShield_vs_No_Defense,0.959731543624161,0.0,0.959731543624161
MalMem,0.01,123,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.959731543624161,0.9563758389261744,0.003355704697986628
MalMem,0.01,123,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.959731543624161,0.1140939597315436,0.8456375838926175
MalMem,0.01,123,retention,PoisonShield_vs_No_Defense,0.9761386105432488,1.0,-0.023861389456751203
MalMem,0.01,123,retention,PoisonShield_vs_Integrity_Only,0.9761386105432488,0.9894768591440732,-0.013338248600824443
MalMem,0.01,123,retention,PoisonShield_vs_Anomaly_Only,0.9761386105432488,0.952076141961862,0.02406246858138683
MalMem,0.01,2026,accuracy,PoisonShield_vs_No_Defense,0.9083873005844258,0.9128099826251777,-0.004422682040751802
MalMem,0.01,2026,accuracy,PoisonShield_vs_Integrity_Only,0.9083873005844258,0.9142315589954194,-0.005844258410993564
MalMem,0.01,2026,accuracy,PoisonShield_vs_Anomaly_Only,0.9083873005844258,0.9042805244037276,0.004106776180698213
MalMem,0.01,2026,balanced_accuracy,PoisonShield_vs_No_Defense,0.7751101879831651,0.7856157791762708,-0.010505591193105679
MalMem,0.01,2026,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7751101879831651,0.7892234215788221,-0.014113233595656971
MalMem,0.01,2026,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7751101879831651,0.768598987982853,0.006511200000312134
MalMem,0.01,2026,macro_f1,PoisonShield_vs_No_Defense,0.7754711165060395,0.7859118802432464,-0.010440763737206926
MalMem,0.01,2026,macro_f1,PoisonShield_vs_Integrity_Only,0.7754711165060395,0.7892827722959512,-0.013811655789911725
MalMem,0.01,2026,macro_f1,PoisonShield_vs_Anomaly_Only,0.7754711165060395,0.7677766490274397,0.007694467478599809
MalMem,0.01,2026,macro_precision,PoisonShield_vs_No_Defense,0.7759469479764602,0.7863460790224831,-0.010399131046022858
MalMem,0.01,2026,macro_precision,PoisonShield_vs_Integrity_Only,0.7759469479764602,0.7893730839623343,-0.013426135985874055
MalMem,0.01,2026,macro_precision,PoisonShield_vs_Anomaly_Only,0.7759469479764602,0.767040664897682,0.008906283078778277
MalMem,0.01,2026,macro_recall,PoisonShield_vs_No_Defense,0.7751101879831651,0.7856157791762708,-0.010505591193105679
MalMem,0.01,2026,macro_recall,PoisonShield_vs_Integrity_Only,0.7751101879831651,0.7892234215788221,-0.014113233595656971
MalMem,0.01,2026,macro_recall,PoisonShield_vs_Anomaly_Only,0.7751101879831651,0.768598987982853,0.006511200000312134
MalMem,0.01,2026,poison_removal_rate,PoisonShield_vs_No_Defense,0.9328859060402684,0.0,0.9328859060402684
MalMem,0.01,2026,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9328859060402684,0.9328859060402684,0.0
MalMem,0.01,2026,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9328859060402684,0.1241610738255033,0.8087248322147651
MalMem,0.01,2026,retention,PoisonShield_vs_No_Defense,0.9767418479171552,1.0,-0.023258152082844763
MalMem,0.01,2026,retention,PoisonShield_vs_Integrity_Only,0.9767418479171552,0.9899460437682228,-0.01320419585106758
MalMem,0.01,2026,retention,PoisonShield_vs_Anomaly_Only,0.9767418479171552,0.9519756023995444,0.024766245517610863
MalMem,0.05,42,accuracy,PoisonShield_vs_No_Defense,0.9101247828147212,0.912494076765124,-0.002369293950402751
MalMem,0.05,42,accuracy,PoisonShield_vs_Integrity_Only,0.9101247828147212,0.9145474648554732,-0.004422682040752024
MalMem,0.05,42,accuracy,PoisonShield_vs_Anomaly_Only,0.9101247828147212,0.9049123361238351,0.005212446690886052
MalMem,0.05,42,balanced_accuracy,PoisonShield_vs_No_Defense,0.7793291234063782,0.784790110311162,-0.0054609869047838044
MalMem,0.05,42,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7793291234063782,0.7897996935635149,-0.010470570157136705
MalMem,0.05,42,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7793291234063782,0.7701374429161121,0.009191680490266085
MalMem,0.05,42,macro_f1,PoisonShield_vs_No_Defense,0.7800984522329627,0.7852305363796823,-0.005132084146719618
MalMem,0.05,42,macro_f1,PoisonShield_vs_Integrity_Only,0.7800984522329627,0.7897090724374309,-0.009610620204468234
MalMem,0.05,42,macro_f1,PoisonShield_vs_Anomaly_Only,0.7800984522329627,0.7696088239952001,0.01048962823776256
MalMem,0.05,42,macro_precision,PoisonShield_vs_No_Defense,0.7810667001226334,0.7858230110350825,-0.004756310912449102
MalMem,0.05,42,macro_precision,PoisonShield_vs_Integrity_Only,0.7810667001226334,0.7898249569656297,-0.00875825684299636
MalMem,0.05,42,macro_precision,PoisonShield_vs_Anomaly_Only,0.7810667001226334,0.7690822125778413,0.011984487544792088
MalMem,0.05,42,macro_recall,PoisonShield_vs_No_Defense,0.7793291234063782,0.784790110311162,-0.0054609869047838044
MalMem,0.05,42,macro_recall,PoisonShield_vs_Integrity_Only,0.7793291234063782,0.7897996935635149,-0.010470570157136705
MalMem,0.05,42,macro_recall,PoisonShield_vs_Anomaly_Only,0.7793291234063782,0.7701374429161121,0.009191680490266085
MalMem,0.05,42,poison_removal_rate,PoisonShield_vs_No_Defense,0.952411575562701,0.0,0.952411575562701
MalMem,0.05,42,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.952411575562701,0.952411575562701,0.0
MalMem,0.05,42,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.952411575562701,0.0842443729903537,0.8681672025723473
MalMem,0.05,42,retention,PoisonShield_vs_No_Defense,0.9349434010805248,1.0,-0.06505659891947524
MalMem,0.05,42,retention,PoisonShield_vs_Integrity_Only,0.9349434010805248,0.9475173655775664,-0.012573964497041623
MalMem,0.05,42,retention,PoisonShield_vs_Anomaly_Only,0.9349434010805248,0.950894005659892,-0.015950604579367256
MalMem,0.05,123,accuracy,PoisonShield_vs_No_Defense,0.9105986416048018,0.9147054177855,-0.004106776180698213
MalMem,0.05,123,accuracy,PoisonShield_vs_Integrity_Only,0.9105986416048018,0.9140736060653926,-0.0034749644605908125
MalMem,0.05,123,accuracy,PoisonShield_vs_Anomaly_Only,0.9105986416048018,0.908229347654399,0.002369293950402751
MalMem,0.05,123,balanced_accuracy,PoisonShield_vs_No_Defense,0.7806024778479566,0.7903774326708202,-0.009774954822863613
MalMem,0.05,123,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7806024778479566,0.7888195122973138,-0.008217034449357286
MalMem,0.05,123,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7806024778479566,0.7783786402046402,0.002223837643316351
MalMem,0.05,123,macro_f1,PoisonShield_vs_No_Defense,0.7813108905322212,0.7913229856702746,-0.010012095138053345
MalMem,0.05,123,macro_f1,PoisonShield_vs_Integrity_Only,0.7813108905322212,0.7887394308624145,-0.007428540330193245
MalMem,0.05,123,macro_f1,PoisonShield_vs_Anomaly_Only,0.7813108905322212,0.7777456313414954,0.0035652591907258113
MalMem,0.05,123,macro_precision,PoisonShield_vs_No_Defense,0.7823178432943636,0.7923063820005523,-0.009988538706188654
MalMem,0.05,123,macro_precision,PoisonShield_vs_Integrity_Only,0.7823178432943636,0.7887319777662457,-0.006414134471882105
MalMem,0.05,123,macro_precision,PoisonShield_vs_Anomaly_Only,0.7823178432943636,0.7771476077347188,0.005170235559644798
MalMem,0.05,123,macro_recall,PoisonShield_vs_No_Defense,0.7806024778479566,0.7903774326708202,-0.009774954822863613
MalMem,0.05,123,macro_recall,PoisonShield_vs_Integrity_Only,0.7806024778479566,0.7888195122973138,-0.008217034449357286
MalMem,0.05,123,macro_recall,PoisonShield_vs_Anomaly_Only,0.7806024778479566,0.7783786402046402,0.002223837643316351
MalMem,0.05,123,poison_removal_rate,PoisonShield_vs_No_Defense,0.9504823151125402,0.0,0.9504823151125402
MalMem,0.05,123,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9504823151125402,0.94983922829582,0.0006430868167202064
MalMem,0.05,123,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9504823151125402,0.090032154340836,0.8604501607717042
MalMem,0.05,123,retention,PoisonShield_vs_No_Defense,0.935200668896321,1.0,-0.06479933110367897
MalMem,0.05,123,retention,PoisonShield_vs_Integrity_Only,0.935200668896321,0.9478389503473116,-0.012638281450990552
MalMem,0.05,123,retention,PoisonShield_vs_Anomaly_Only,0.935200668896321,0.9506045793671212,-0.015403910470800142
MalMem,0.05,2026,accuracy,PoisonShield_vs_No_Defense,0.9109145474648556,0.9154951824356342,-0.004580634970778652
MalMem,0.05,2026,accuracy,PoisonShield_vs_Integrity_Only,0.9109145474648556,0.9145474648554732,-0.0036329173906176626
MalMem,0.05,2026,accuracy,PoisonShield_vs_Anomaly_Only,0.9109145474648556,0.9060180066340232,0.004896540830832352
MalMem,0.05,2026,balanced_accuracy,PoisonShield_vs_No_Defense,0.7813541947966016,0.7922024084582702,-0.010848213661668549
MalMem,0.05,2026,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7813541947966016,0.790035149986365,-0.008680955189763417
MalMem,0.05,2026,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7813541947966016,0.772868839821864,0.008485354974737569
MalMem,0.05,2026,macro_f1,PoisonShield_vs_No_Defense,0.7817461621085211,0.7927431548292918,-0.010996992720770704
MalMem,0.05,2026,macro_f1,PoisonShield_vs_Integrity_Only,0.7817461621085211,0.790024454706025,-0.0082782925975039
MalMem,0.05,2026,macro_f1,PoisonShield_vs_Anomaly_Only,0.7817461621085211,0.7723410414499001,0.00940512065862098
MalMem,0.05,2026,macro_precision,PoisonShield_vs_No_Defense,0.7823611261889949,0.79341789827172,-0.011056772082725153
MalMem,0.05,2026,macro_precision,PoisonShield_vs_Integrity_Only,0.7823611261889949,0.790103225408298,-0.0077420992193031335
MalMem,0.05,2026,macro_precision,PoisonShield_vs_Anomaly_Only,0.7823611261889949,0.7718178820239665,0.010543244165028387
MalMem,0.05,2026,macro_recall,PoisonShield_vs_No_Defense,0.7813541947966016,0.7922024084582702,-0.010848213661668549
MalMem,0.05,2026,macro_recall,PoisonShield_vs_Integrity_Only,0.7813541947966016,0.790035149986365,-0.008680955189763417
MalMem,0.05,2026,macro_recall,PoisonShield_vs_Anomaly_Only,0.7813541947966016,0.772868839821864,0.008485354974737569
MalMem,0.05,2026,poison_removal_rate,PoisonShield_vs_No_Defense,0.9594855305466238,0.0,0.9594855305466238
MalMem,0.05,2026,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9594855305466238,0.957556270096463,0.0019292604501607302
MalMem,0.05,2026,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9594855305466238,0.0893890675241157,0.8700964630225081
MalMem,0.05,2026,retention,PoisonShield_vs_No_Defense,0.9343645484949832,1.0,-0.06563545150501682
MalMem,0.05,2026,retention,PoisonShield_vs_Integrity_Only,0.9343645484949832,0.9470028299459736,-0.01263828145099044
MalMem,0.05,2026,retention,PoisonShield_vs_Anomaly_Only,0.9343645484949832,0.9506367378440956,-0.016272189349112454
MalMem,0.1,42,accuracy,PoisonShield_vs_No_Defense,0.9156531353656612,0.9166008529458222,-0.0009477175801609894
MalMem,0.1,42,accuracy,PoisonShield_vs_Integrity_Only,0.9156531353656612,0.9184962881061444,-0.0028431527404831902
MalMem,0.1,42,accuracy,PoisonShield_vs_Anomaly_Only,0.9156531353656612,0.9036487126836202,0.012004422682040938
MalMem,0.1,42,balanced_accuracy,PoisonShield_vs_No_Defense,0.7927921331008785,0.7948017969109235,-0.0020096638100449704
MalMem,0.1,42,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7927921331008785,0.7995566500687437,-0.006764516967865175
MalMem,0.1,42,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7927921331008785,0.7669898114094409,0.02580232169143759
MalMem,0.1,42,macro_f1,PoisonShield_vs_No_Defense,0.7931943089154346,0.7959041495025023,-0.002709840587067691
MalMem,0.1,42,macro_f1,PoisonShield_vs_Integrity_Only,0.7931943089154346,0.7995636366869393,-0.006369327771504674
MalMem,0.1,42,macro_f1,PoisonShield_vs_Anomaly_Only,0.7931943089154346,0.7669099706441123,0.02628433827132237
MalMem,0.1,42,macro_precision,PoisonShield_vs_No_Defense,0.7937881316717894,0.7972679628440602,-0.0034798311722707975
MalMem,0.1,42,macro_precision,PoisonShield_vs_Integrity_Only,0.7937881316717894,0.7997729305043764,-0.005984798832586957
MalMem,0.1,42,macro_precision,PoisonShield_vs_Anomaly_Only,0.7937881316717894,0.7668455223860552,0.02694260928573422
MalMem,0.1,42,macro_recall,PoisonShield_vs_No_Defense,0.7927921331008785,0.7948017969109235,-0.0020096638100449704
MalMem,0.1,42,macro_recall,PoisonShield_vs_Integrity_Only,0.7927921331008785,0.7995566500687437,-0.006764516967865175
MalMem,0.1,42,macro_recall,PoisonShield_vs_Anomaly_Only,0.7927921331008785,0.7669898114094409,0.02580232169143759
MalMem,0.1,42,poison_removal_rate,PoisonShield_vs_No_Defense,0.9552102376599636,0.0,0.9552102376599636
MalMem,0.1,42,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9552102376599636,0.9542961608775136,0.0009140767824500351
MalMem,0.1,42,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9552102376599636,0.0962827544180377,0.8589274832419259
MalMem,0.1,42,retention,PoisonShield_vs_No_Defense,0.8828260670871035,1.0,-0.11717393291289646
MalMem,0.1,42,retention,PoisonShield_vs_Integrity_Only,0.8828260670871035,0.8946775127197392,-0.011851445632635627
MalMem,0.1,42,retention,PoisonShield_vs_Anomaly_Only,0.8828260670871035,0.9478414526399171,-0.06501538555281361
MalMem,0.1,123,accuracy,PoisonShield_vs_No_Defense,0.9148633707155268,0.919917864476386,-0.005054493760859202
MalMem,0.1,123,accuracy,PoisonShield_vs_Integrity_Only,0.9148633707155268,0.91770652345601,-0.0028431527404831902
MalMem,0.1,123,accuracy,PoisonShield_vs_Anomaly_Only,0.9148633707155268,0.9096509240246408,0.005212446690886052
MalMem,0.1,123,balanced_accuracy,PoisonShield_vs_No_Defense,0.7910128885306528,0.8030588895792806,-0.012046001048627852
MalMem,0.1,123,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7910128885306528,0.7976648624856666,-0.0066519739550138235
MalMem,0.1,123,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7910128885306528,0.7818422886187896,0.009170599911863198
MalMem,0.1,123,macro_f1,PoisonShield_vs_No_Defense,0.7917142732895044,0.8048157006731262,-0.013101427383621855
MalMem,0.1,123,macro_f1,PoisonShield_vs_Integrity_Only,0.7917142732895044,0.7975839362063988,-0.0058696629168943915
MalMem,0.1,123,macro_f1,PoisonShield_vs_Anomaly_Only,0.7917142732895044,0.7827137967932505,0.009000476496253906
MalMem,0.1,123,macro_precision,PoisonShield_vs_No_Defense,0.7925783484179232,0.806755168335221,-0.0141768199172978
MalMem,0.1,123,macro_precision,PoisonShield_vs_Integrity_Only,0.7925783484179232,0.7976262342117901,-0.005047885793866946
MalMem,0.1,123,macro_precision,PoisonShield_vs_Anomaly_Only,0.7925783484179232,0.7836286041659253,0.008949744251997904
MalMem,0.1,123,macro_recall,PoisonShield_vs_No_Defense,0.7910128885306528,0.8030588895792806,-0.012046001048627852
MalMem,0.1,123,macro_recall,PoisonShield_vs_Integrity_Only,0.7910128885306528,0.7976648624856666,-0.0066519739550138235
MalMem,0.1,123,macro_recall,PoisonShield_vs_Anomaly_Only,0.7910128885306528,0.7818422886187896,0.009170599911863198
MalMem,0.1,123,poison_removal_rate,PoisonShield_vs_No_Defense,0.9509445460085314,0.0,0.9509445460085314
MalMem,0.1,123,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9509445460085314,0.9494210847044484,0.0015234613040829847
MalMem,0.1,123,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9509445460085314,0.0877513711151736,0.8631931748933578
MalMem,0.1,123,retention,PoisonShield_vs_No_Defense,0.8837400603235536,1.0,-0.11625993967644643
MalMem,0.1,123,retention,PoisonShield_vs_Integrity_Only,0.8837400603235536,0.8957438381622642,-0.01200377783871065
MalMem,0.1,123,retention,PoisonShield_vs_Anomaly_Only,0.8837400603235536,0.9486945129939371,-0.06495445267038358
MalMem,0.1,2026,accuracy,PoisonShield_vs_No_Defense,0.9123361238350972,0.9150213236455536,-0.00268519981045634
MalMem,0.1,2026,accuracy,PoisonShield_vs_Integrity_Only,0.9123361238350972,0.915811088295688,-0.0034749644605908125
MalMem,0.1,2026,accuracy,PoisonShield_vs_Anomaly_Only,0.9123361238350972,0.9069657242141842,0.005370399620913013
MalMem,0.1,2026,balanced_accuracy,PoisonShield_vs_No_Defense,0.7848389237891541,0.791018561528877,-0.006179637739722854
MalMem,0.1,2026,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7848389237891541,0.7931016894557354,-0.008262765666581351
MalMem,0.1,2026,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7848389237891541,0.775539444061702,0.009299479727452042
MalMem,0.1,2026,macro_f1,PoisonShield_vs_No_Defense,0.785215324452821,0.7935667255162959,-0.008351401063474873
MalMem,0.1,2026,macro_f1,PoisonShield_vs_Integrity_Only,0.785215324452821,0.7931481455722311,-0.007932821119410072
MalMem,0.1,2026,macro_f1,PoisonShield_vs_Anomaly_Only,0.785215324452821,0.7767495724849711,0.008465751967849933
MalMem,0.1,2026,macro_precision,PoisonShield_vs_No_Defense,0.7858511023081883,0.7963259378296168,-0.010474835521428472
MalMem,0.1,2026,macro_precision,PoisonShield_vs_Integrity_Only,0.7858511023081883,0.7932428331747319,-0.007391730866543544
MalMem,0.1,2026,macro_precision,PoisonShield_vs_Anomaly_Only,0.7858511023081883,0.7779837505275367,0.007867351780651677
MalMem,0.1,2026,macro_recall,PoisonShield_vs_No_Defense,0.7848389237891541,0.791018561528877,-0.006179637739722854
MalMem,0.1,2026,macro_recall,PoisonShield_vs_Integrity_Only,0.7848389237891541,0.7931016894557354,-0.008262765666581351
MalMem,0.1,2026,macro_recall,PoisonShield_vs_Anomaly_Only,0.7848389237891541,0.775539444061702,0.009299479727452042
MalMem,0.1,2026,poison_removal_rate,PoisonShield_vs_No_Defense,0.9579524680073126,0.0,0.9579524680073126
MalMem,0.1,2026,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9579524680073126,0.9570383912248628,0.000914076782449813
MalMem,0.1,2026,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9579524680073126,0.0959780621572212,0.8619744058500914
MalMem,0.1,2026,retention,PoisonShield_vs_No_Defense,0.8822776711452335,1.0,-0.11772232885476652
MalMem,0.1,2026,retention,PoisonShield_vs_Integrity_Only,0.8822776711452335,0.8941291167778692,-0.011851445632635738
MalMem,0.1,2026,retention,PoisonShield_vs_Anomaly_Only,0.8822776711452335,0.947871919081132,-0.06559424793589852
MalMem,0.2,42,accuracy,PoisonShield_vs_No_Defense,0.9170747117359028,0.9222871584267888,-0.005212446690885941
MalMem,0.2,42,accuracy,PoisonShield_vs_Integrity_Only,0.9170747117359028,0.919917864476386,-0.0028431527404831902
MalMem,0.2,42,accuracy,PoisonShield_vs_Anomaly_Only,0.9170747117359028,0.9129679355552044,0.004106776180698435
MalMem,0.2,42,balanced_accuracy,PoisonShield_vs_No_Defense,0.7962103900819115,0.8086320797128079,-0.012421689630896404
MalMem,0.2,42,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7962103900819115,0.8029677669289398,-0.0067573768470282625
MalMem,0.2,42,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7962103900819115,0.7861004407109724,0.01010994937093912
MalMem,0.2,42,macro_f1,PoisonShield_vs_No_Defense,0.7970088799275166,0.8122492356056605,-0.015240355678143969
MalMem,0.2,42,macro_f1,PoisonShield_vs_Integrity_Only,0.7970088799275166,0.8028784570923957,-0.005869577164879125
MalMem,0.2,42,macro_f1,PoisonShield_vs_Anomaly_Only,0.7970088799275166,0.7893736550989926,0.007635224828523968
