attack_type,n_attack,precision,recall,f1,roc_auc,pr_auc,fpr,fnr
backdoor_injection,2342,0.07632894139027714,0.07173356105892399,0.07395993836671803,0.7491003376829694,0.09778456146777947,0.048173072366238565,0.928266438941076
gaussian_noise_injection,2342,0.13193851409052093,0.13193851409052093,0.13193851409052093,0.8450845231330377,0.15133746514708424,0.048173072366238565,0.8680614859094791
label_flipping,2342,0.07338195077484047,0.06874466268146882,0.07098765432098765,0.6551123766459966,0.073183888949675,0.048173072366238565,0.9312553373185312
feature_poisoning,2342,0.10833333333333334,0.10546541417591802,0.10688013846819559,0.784620072360694,0.11455208315931573,0.048173072366238565,0.894534585824082
missing_value_injection,2342,0.07126541799908634,0.06660973526900085,0.0688589715294637,0.6898171945258927,0.07934166714648039,0.048173072366238565,0.9333902647309992
outlier_injection,2342,0.12821612349914235,0.12766865926558496,0.1279418057338468,0.7917396065630589,0.1245382429042625,0.048173072366238565,0.872331340734415
sample_duplication,2342,0.07674841053587647,0.0721605465414176,0.0743838028169014,0.6546818904531825,0.0729497023958388,0.048173072366238565,0.9278394534585824
