experiment_id,dataset,poisoning_rate,seed,defense,metric,value
PS-048,MalMem,0.2,2026,E4_PoisonShield,balanced_accuracy,0.7918087215583666
PS-048,MalMem,0.2,2026,E4_PoisonShield,retention,0.7795861994258788
PS-048,MalMem,0.2,2026,E4_PoisonShield,poison_removal_rate,0.9536899119837507
PS-049,Android,0.01,42,E1_No_Defense,accuracy,0.925925925925926
PS-049,Android,0.01,42,E1_No_Defense,macro_precision,0.9191077411709874
PS-049,Android,0.01,42,E1_No_Defense,macro_recall,0.9137088444435716
PS-049,Android,0.01,42,E1_No_Defense,macro_f1,0.9154984302917952
PS-049,Android,0.01,42,E1_No_Defense,balanced_accuracy,0.9137088444435716
PS-049,Android,0.01,42,E1_No_Defense,retention,1.0
PS-049,Android,0.01,42,E1_No_Defense,poison_removal_rate,0.0
PS-050,Android,0.01,42,E2_Integrity_Only,accuracy,0.9215686274509804
PS-050,Android,0.01,42,E2_Integrity_Only,macro_precision,0.9121312341862902
PS-050,Android,0.01,42,E2_Integrity_Only,macro_recall,0.9064000894795428
PS-050,Android,0.01,42,E2_Integrity_Only,macro_f1,0.9088226522145744
PS-050,Android,0.01,42,E2_Integrity_Only,balanced_accuracy,0.9064000894795428
PS-050,Android,0.01,42,E2_Integrity_Only,retention,0.9891304347826086
PS-050,Android,0.01,42,E2_Integrity_Only,poison_removal_rate,0.9767441860465116
PS-051,Android,0.01,42,E3_Anomaly_Only,accuracy,0.9215686274509804
PS-051,Android,0.01,42,E3_Anomaly_Only,macro_precision,0.9136553424893286
PS-051,Android,0.01,42,E3_Anomaly_Only,macro_recall,0.9088725208507326
PS-051,Android,0.01,42,E3_Anomaly_Only,macro_f1,0.9102394393272398
PS-051,Android,0.01,42,E3_Anomaly_Only,balanced_accuracy,0.9088725208507326
PS-051,Android,0.01,42,E3_Anomaly_Only,retention,0.9507400555041629
PS-051,Android,0.01,42,E3_Anomaly_Only,poison_removal_rate,0.0465116279069767
PS-052,Android,0.01,42,E4_PoisonShield,accuracy,0.9226579520697168
PS-052,Android,0.01,42,E4_PoisonShield,macro_precision,0.9107027192495576
PS-052,Android,0.01,42,E4_PoisonShield,macro_recall,0.911446661797538
PS-052,Android,0.01,42,E4_PoisonShield,macro_f1,0.9100586286970426
PS-052,Android,0.01,42,E4_PoisonShield,balanced_accuracy,0.911446661797538
PS-052,Android,0.01,42,E4_PoisonShield,retention,0.9819611470860314
PS-052,Android,0.01,42,E4_PoisonShield,poison_removal_rate,0.9767441860465116
PS-053,Android,0.01,123,E1_No_Defense,accuracy,0.9270152505446624
PS-053,Android,0.01,123,E1_No_Defense,macro_precision,0.917081328624078
PS-053,Android,0.01,123,E1_No_Defense,macro_recall,0.9161184829977884
PS-053,Android,0.01,123,E1_No_Defense,macro_f1,0.915193792521918
PS-053,Android,0.01,123,E1_No_Defense,balanced_accuracy,0.9161184829977884
PS-053,Android,0.01,123,E1_No_Defense,retention,1.0
PS-053,Android,0.01,123,E1_No_Defense,poison_removal_rate,0.0
PS-054,Android,0.01,123,E2_Integrity_Only,accuracy,0.9237472766884532
PS-054,Android,0.01,123,E2_Integrity_Only,macro_precision,0.9156974873536148
PS-054,Android,0.01,123,E2_Integrity_Only,macro_recall,0.9098603569684912
PS-054,Android,0.01,123,E2_Integrity_Only,macro_f1,0.9120078094784276
PS-054,Android,0.01,123,E2_Integrity_Only,balanced_accuracy,0.9098603569684912
PS-054,Android,0.01,123,E2_Integrity_Only,retention,0.9891304347826086
PS-054,Android,0.01,123,E2_Integrity_Only,poison_removal_rate,0.9767441860465116
PS-055,Android,0.01,123,E3_Anomaly_Only,accuracy,0.9226579520697168
PS-055,Android,0.01,123,E3_Anomaly_Only,macro_precision,0.912964407315531
PS-055,Android,0.01,123,E3_Anomaly_Only,macro_recall,0.9107830066751244
PS-055,Android,0.01,123,E3_Anomaly_Only,macro_f1,0.9109500975617598
PS-055,Android,0.01,123,E3_Anomaly_Only,balanced_accuracy,0.9107830066751244
PS-055,Android,0.01,123,E3_Anomaly_Only,retention,0.9509713228492136
PS-055,Android,0.01,123,E3_Anomaly_Only,poison_removal_rate,0.0232558139534883
PS-056,Android,0.01,123,E4_PoisonShield,accuracy,0.9248366013071896
PS-056,Android,0.01,123,E4_PoisonShield,macro_precision,0.9140428991774184
PS-056,Android,0.01,123,E4_PoisonShield,macro_recall,0.9119428428436868
PS-056,Android,0.01,123,E4_PoisonShield,macro_f1,0.9126143997919144
PS-056,Android,0.01,123,E4_PoisonShield,balanced_accuracy,0.9119428428436868
PS-056,Android,0.01,123,E4_PoisonShield,retention,0.9819611470860314
PS-056,Android,0.01,123,E4_PoisonShield,poison_removal_rate,0.9767441860465116
PS-057,Android,0.01,2026,E1_No_Defense,accuracy,0.9237472766884532
PS-057,Android,0.01,2026,E1_No_Defense,macro_precision,0.9137924217752038
PS-057,Android,0.01,2026,E1_No_Defense,macro_recall,0.9093295048640088
PS-057,Android,0.01,2026,E1_No_Defense,macro_f1,0.9109284813924348
PS-057,Android,0.01,2026,E1_No_Defense,balanced_accuracy,0.9093295048640088
PS-057,Android,0.01,2026,E1_No_Defense,retention,1.0
PS-057,Android,0.01,2026,E1_No_Defense,poison_removal_rate,0.0
PS-058,Android,0.01,2026,E2_Integrity_Only,accuracy,0.9215686274509804
PS-058,Android,0.01,2026,E2_Integrity_Only,macro_precision,0.9105297188834072
PS-058,Android,0.01,2026,E2_Integrity_Only,macro_recall,0.9100078128766748
PS-058,Android,0.01,2026,E2_Integrity_Only,macro_f1,0.9093057121474392
PS-058,Android,0.01,2026,E2_Integrity_Only,balanced_accuracy,0.9100078128766748
PS-058,Android,0.01,2026,E2_Integrity_Only,retention,0.9893617021276596
PS-058,Android,0.01,2026,E2_Integrity_Only,poison_removal_rate,0.9534883720930232
PS-059,Android,0.01,2026,E3_Anomaly_Only,accuracy,0.9193899782135077
PS-059,Android,0.01,2026,E3_Anomaly_Only,macro_precision,0.9091517118970336
PS-059,Android,0.01,2026,E3_Anomaly_Only,macro_recall,0.9053111497185108
PS-059,Android,0.01,2026,E3_Anomaly_Only,macro_f1,0.906144096903789
PS-059,Android,0.01,2026,E3_Anomaly_Only,balanced_accuracy,0.9053111497185108
PS-059,Android,0.01,2026,E3_Anomaly_Only,retention,0.9507400555041629
PS-059,Android,0.01,2026,E3_Anomaly_Only,poison_removal_rate,0.0465116279069767
PS-060,Android,0.01,2026,E4_PoisonShield,accuracy,0.9215686274509804
PS-060,Android,0.01,2026,E4_PoisonShield,macro_precision,0.9112870729454016
PS-060,Android,0.01,2026,E4_PoisonShield,macro_recall,0.9085970857144504
PS-060,Android,0.01,2026,E4_PoisonShield,macro_f1,0.9091538338155134
PS-060,Android,0.01,2026,E4_PoisonShield,balanced_accuracy,0.9085970857144504
PS-060,Android,0.01,2026,E4_PoisonShield,retention,0.9821924144310824
PS-060,Android,0.01,2026,E4_PoisonShield,poison_removal_rate,0.9534883720930232
PS-061,Android,0.05,42,E1_No_Defense,accuracy,0.925925925925926
PS-061,Android,0.05,42,E1_No_Defense,macro_precision,0.919280932125676
PS-061,Android,0.05,42,E1_No_Defense,macro_recall,0.9098774034528964
PS-061,Android,0.05,42,E1_No_Defense,macro_f1,0.9139170014191732
PS-061,Android,0.05,42,E1_No_Defense,balanced_accuracy,0.9098774034528964
PS-061,Android,0.05,42,E1_No_Defense,retention,1.0
PS-061,Android,0.05,42,E1_No_Defense,poison_removal_rate,0.0
PS-062,Android,0.05,42,E2_Integrity_Only,accuracy,0.9248366013071896
PS-062,Android,0.05,42,E2_Integrity_Only,macro_precision,0.9169979853915092
PS-062,Android,0.05,42,E2_Integrity_Only,macro_recall,0.9112675065146968
PS-062,Android,0.05,42,E2_Integrity_Only,macro_f1,0.9134084177014256
PS-062,Android,0.05,42,E2_Integrity_Only,balanced_accuracy,0.9112675065146968
PS-062,Android,0.05,42,E2_Integrity_Only,retention,0.9471815357301376
PS-062,Android,0.05,42,E2_Integrity_Only,poison_removal_rate,0.9555555555555556
PS-063,Android,0.05,42,E3_Anomaly_Only,accuracy,0.9237472766884532
PS-063,Android,0.05,42,E3_Anomaly_Only,macro_precision,0.9147834204122824
PS-063,Android,0.05,42,E3_Anomaly_Only,macro_recall,0.9091967018460776
PS-063,Android,0.05,42,E3_Anomaly_Only,macro_f1,0.9104745259593044
PS-063,Android,0.05,42,E3_Anomaly_Only,balanced_accuracy,0.9091967018460776
PS-063,Android,0.05,42,E3_Anomaly_Only,retention,0.9507323568575232
PS-063,Android,0.05,42,E3_Anomaly_Only,poison_removal_rate,0.0488888888888888
PS-064,Android,0.05,42,E4_PoisonShield,accuracy,0.9215686274509804
PS-064,Android,0.05,42,E4_PoisonShield,macro_precision,0.909024153471259
PS-064,Android,0.05,42,E4_PoisonShield,macro_recall,0.9091596371935908
PS-064,Android,0.05,42,E4_PoisonShield,macro_f1,0.907607239087984
PS-064,Android,0.05,42,E4_PoisonShield,balanced_accuracy,0.9091596371935908
PS-064,Android,0.05,42,E4_PoisonShield,retention,0.9403018197958278
PS-064,Android,0.05,42,E4_PoisonShield,poison_removal_rate,0.9555555555555556
PS-065,Android,0.05,123,E1_No_Defense,accuracy,0.920479302832244
PS-065,Android,0.05,123,E1_No_Defense,macro_precision,0.9091724868274892
PS-065,Android,0.05,123,E1_No_Defense,macro_recall,0.907790192541343
PS-065,Android,0.05,123,E1_No_Defense,macro_f1,0.9076824388212362
PS-065,Android,0.05,123,E1_No_Defense,balanced_accuracy,0.907790192541343
PS-065,Android,0.05,123,E1_No_Defense,retention,1.0
PS-065,Android,0.05,123,E1_No_Defense,poison_removal_rate,0.0
PS-066,Android,0.05,123,E2_Integrity_Only,accuracy,0.9226579520697168
PS-066,Android,0.05,123,E2_Integrity_Only,macro_precision,0.9137226687647464
PS-066,Android,0.05,123,E2_Integrity_Only,macro_recall,0.9086769250158284
PS-066,Android,0.05,123,E2_Integrity_Only,macro_f1,0.9101703916285788
PS-066,Android,0.05,123,E2_Integrity_Only,balanced_accuracy,0.9086769250158284
PS-066,Android,0.05,123,E2_Integrity_Only,retention,0.9456280514869064
PS-066,Android,0.05,123,E2_Integrity_Only,poison_removal_rate,0.9733333333333334
PS-067,Android,0.05,123,E3_Anomaly_Only,accuracy,0.9226579520697168
PS-067,Android,0.05,123,E3_Anomaly_Only,macro_precision,0.915036530255254
PS-067,Android,0.05,123,E3_Anomaly_Only,macro_recall,0.911505876998492
PS-067,Android,0.05,123,E3_Anomaly_Only,macro_f1,0.9122034306234232
PS-067,Android,0.05,123,E3_Anomaly_Only,balanced_accuracy,0.911505876998492
PS-067,Android,0.05,123,E3_Anomaly_Only,retention,0.9502885042166
PS-067,Android,0.05,123,E3_Anomaly_Only,poison_removal_rate,0.0577777777777777
PS-068,Android,0.05,123,E4_PoisonShield,accuracy,0.9226579520697168
PS-068,Android,0.05,123,E4_PoisonShield,macro_precision,0.91187542243724
PS-068,Android,0.05,123,E4_PoisonShield,macro_recall,0.911446661797538
PS-068,Android,0.05,123,E4_PoisonShield,macro_f1,0.910737131373305
PS-068,Android,0.05,123,E4_PoisonShield,balanced_accuracy,0.911446661797538
PS-068,Android,0.05,123,E4_PoisonShield,retention,0.9387483355525964
PS-068,Android,0.05,123,E4_PoisonShield,poison_removal_rate,0.9733333333333334
PS-069,Android,0.05,2026,E1_No_Defense,accuracy,0.9226579520697168
PS-069,Android,0.05,2026,E1_No_Defense,macro_precision,0.9149318999840352
PS-069,Android,0.05,2026,E1_No_Defense,macro_recall,0.9092179661879728
PS-069,Android,0.05,2026,E1_No_Defense,macro_f1,0.9113857692815576
PS-069,Android,0.05,2026,E1_No_Defense,balanced_accuracy,0.9092179661879728
PS-069,Android,0.05,2026,E1_No_Defense,retention,1.0
PS-069,Android,0.05,2026,E1_No_Defense,poison_removal_rate,0.0
PS-070,Android,0.05,2026,E2_Integrity_Only,accuracy,0.920479302832244
PS-070,Android,0.05,2026,E2_Integrity_Only,macro_precision,0.9102830679977242
PS-070,Android,0.05,2026,E2_Integrity_Only,macro_recall,0.9078218919160008
PS-070,Android,0.05,2026,E2_Integrity_Only,macro_f1,0.9084653110036324
PS-070,Android,0.05,2026,E2_Integrity_Only,balanced_accuracy,0.9078218919160008
PS-070,Android,0.05,2026,E2_Integrity_Only,retention,0.948069241011984
PS-070,Android,0.05,2026,E2_Integrity_Only,poison_removal_rate,0.9466666666666668
PS-071,Android,0.05,2026,E3_Anomaly_Only,accuracy,0.9172113289760347
PS-071,Android,0.05,2026,E3_Anomaly_Only,macro_precision,0.9089982949017696
PS-071,Android,0.05,2026,E3_Anomaly_Only,macro_recall,0.9013083489185032
PS-071,Android,0.05,2026,E3_Anomaly_Only,macro_f1,0.9043673926322118
PS-071,Android,0.05,2026,E3_Anomaly_Only,balanced_accuracy,0.9013083489185032
PS-071,Android,0.05,2026,E3_Anomaly_Only,retention,0.9522858411007544
PS-071,Android,0.05,2026,E3_Anomaly_Only,poison_removal_rate,0.0177777777777777
PS-072,Android,0.05,2026,E4_PoisonShield,accuracy,0.9248366013071896
PS-072,Android,0.05,2026,E4_PoisonShield,macro_precision,0.9159960741406274
PS-072,Android,0.05,2026,E4_PoisonShield,macro_recall,0.908630572750918
PS-072,Android,0.05,2026,E4_PoisonShield,macro_f1,0.91161806674967
PS-072,Android,0.05,2026,E4_PoisonShield,balanced_accuracy,0.908630572750918
PS-072,Android,0.05,2026,E4_PoisonShield,retention,0.9411895250776742
PS-072,Android,0.05,2026,E4_PoisonShield,poison_removal_rate,0.9466666666666668
PS-073,Android,0.1,42,E1_No_Defense,accuracy,0.9248366013071896
PS-073,Android,0.1,42,E1_No_Defense,macro_precision,0.9180218608039876
PS-073,Android,0.1,42,E1_No_Defense,macro_recall,0.9109920713784148
PS-073,Android,0.1,42,E1_No_Defense,macro_f1,0.9138452923385054
PS-073,Android,0.1,42,E1_No_Defense,balanced_accuracy,0.9109920713784148
PS-073,Android,0.1,42,E1_No_Defense,retention,1.0
PS-073,Android,0.1,42,E1_No_Defense,poison_removal_rate,0.0
PS-074,Android,0.1,42,E2_Integrity_Only,accuracy,0.9215686274509804
PS-074,Android,0.1,42,E2_Integrity_Only,macro_precision,0.9116532670064432
PS-074,Android,0.1,42,E2_Integrity_Only,macro_recall,0.9074934930631656
PS-074,Android,0.1,42,E2_Integrity_Only,macro_f1,0.9086334997021368
PS-074,Android,0.1,42,E2_Integrity_Only,balanced_accuracy,0.9074934930631656
PS-074,Android,0.1,42,E2_Integrity_Only,retention,0.8946815219676266
PS-074,Android,0.1,42,E2_Integrity_Only,poison_removal_rate,0.953781512605042
PS-075,Android,0.1,42,E3_Anomaly_Only,accuracy,0.9248366013071896
PS-075,Android,0.1,42,E3_Anomaly_Only,macro_precision,0.9194859195080816
PS-075,Android,0.1,42,E3_Anomaly_Only,macro_recall,0.9143443778073465
PS-075,Android,0.1,42,E3_Anomaly_Only,macro_f1,0.9156746218641296
PS-075,Android,0.1,42,E3_Anomaly_Only,balanced_accuracy,0.9143443778073465
PS-075,Android,0.1,42,E3_Anomaly_Only,retention,0.9510195501366407
PS-075,Android,0.1,42,E3_Anomaly_Only,poison_removal_rate,0.0462184873949579
PS-076,Android,0.1,42,E4_PoisonShield,accuracy,0.9248366013071896
PS-076,Android,0.1,42,E4_PoisonShield,macro_precision,0.915468907210564
PS-076,Android,0.1,42,E4_PoisonShield,macro_recall,0.9120854749620376
PS-076,Android,0.1,42,E4_PoisonShield,macro_f1,0.912717796714657
PS-076,Android,0.1,42,E4_PoisonShield,balanced_accuracy,0.9120854749620376
PS-076,Android,0.1,42,E4_PoisonShield,retention,0.8883750262770653
PS-076,Android,0.1,42,E4_PoisonShield,poison_removal_rate,0.953781512605042
PS-077,Android,0.1,123,E1_No_Defense,accuracy,0.9281045751633988
PS-077,Android,0.1,123,E1_No_Defense,macro_precision,0.9198324634975608
PS-077,Android,0.1,123,E1_No_Defense,macro_recall,0.9134387745851182
PS-077,Android,0.1,123,E1_No_Defense,macro_f1,0.9158597257253736
PS-077,Android,0.1,123,E1_No_Defense,balanced_accuracy,0.9134387745851182
PS-077,Android,0.1,123,E1_No_Defense,retention,1.0
PS-077,Android,0.1,123,E1_No_Defense,poison_removal_rate,0.0
PS-078,Android,0.1,123,E2_Integrity_Only,accuracy,0.9215686274509804
PS-078,Android,0.1,123,E2_Integrity_Only,macro_precision,0.9105077745177248
PS-078,Android,0.1,123,E2_Integrity_Only,macro_recall,0.9083733681209076
PS-078,Android,0.1,123,E2_Integrity_Only,macro_f1,0.9085034672973852
PS-078,Android,0.1,123,E2_Integrity_Only,balanced_accuracy,0.9083733681209076
PS-078,Android,0.1,123,E2_Integrity_Only,retention,0.8919487071683835
PS-078,Android,0.1,123,E2_Integrity_Only,poison_removal_rate,0.9684873949579832
PS-079,Android,0.1,123,E3_Anomaly_Only,accuracy,0.9226579520697168
PS-079,Android,0.1,123,E3_Anomaly_Only,macro_precision,0.915460963634794
PS-079,Android,0.1,123,E3_Anomaly_Only,macro_recall,0.9084532074222856
PS-079,Android,0.1,123,E3_Anomaly_Only,macro_f1,0.910660949448918
PS-079,Android,0.1,123,E3_Anomaly_Only,balanced_accuracy,0.9084532074222856
PS-079,Android,0.1,123,E3_Anomaly_Only,retention,0.9505991170906032
PS-079,Android,0.1,123,E3_Anomaly_Only,poison_removal_rate,0.0504201680672268
PS-080,Android,0.1,123,E4_PoisonShield,accuracy,0.9215686274509804
PS-080,Android,0.1,123,E4_PoisonShield,macro_precision,0.9135313648615536
PS-080,Android,0.1,123,E4_PoisonShield,macro_recall,0.9078700318427212
PS-080,Android,0.1,123,E4_PoisonShield,macro_f1,0.9098135983948956
PS-080,Android,0.1,123,E4_PoisonShield,balanced_accuracy,0.9078700318427212
PS-080,Android,0.1,123,E4_PoisonShield,retention,0.8854319949548034
PS-080,Android,0.1,123,E4_PoisonShield,poison_removal_rate,0.9684873949579832
PS-081,Android,0.1,2026,E1_No_Defense,accuracy,0.920479302832244
PS-081,Android,0.1,2026,E1_No_Defense,macro_precision,0.9113341508371152
PS-081,Android,0.1,2026,E1_No_Defense,macro_recall,0.9040813655009377
PS-081,Android,0.1,2026,E1_No_Defense,macro_f1,0.9066857562313834
PS-081,Android,0.1,2026,E1_No_Defense,balanced_accuracy,0.9040813655009377
PS-081,Android,0.1,2026,E1_No_Defense,retention,1.0
PS-081,Android,0.1,2026,E1_No_Defense,poison_removal_rate,0.0
PS-082,Android,0.1,2026,E2_Integrity_Only,accuracy,0.9237472766884532
PS-082,Android,0.1,2026,E2_Integrity_Only,macro_precision,0.915427468353426
PS-082,Android,0.1,2026,E2_Integrity_Only,macro_recall,0.9091449843033385
PS-082,Android,0.1,2026,E2_Integrity_Only,macro_f1,0.9116585172557824
PS-082,Android,0.1,2026,E2_Integrity_Only,balanced_accuracy,0.9091449843033385
PS-082,Android,0.1,2026,E2_Integrity_Only,retention,0.894471305444608
PS-082,Android,0.1,2026,E2_Integrity_Only,poison_removal_rate,0.953781512605042
PS-083,Android,0.1,2026,E3_Anomaly_Only,accuracy,0.925925925925926
PS-083,Android,0.1,2026,E3_Anomaly_Only,macro_precision,0.9227936994475304
PS-083,Android,0.1,2026,E3_Anomaly_Only,macro_recall,0.9093940853427916
PS-083,Android,0.1,2026,E3_Anomaly_Only,macro_f1,0.9146803005582502
PS-083,Android,0.1,2026,E3_Anomaly_Only,balanced_accuracy,0.9093940853427916
PS-083,Android,0.1,2026,E3_Anomaly_Only,retention,0.9520706327517344
PS-083,Android,0.1,2026,E3_Anomaly_Only,poison_removal_rate,0.0357142857142857
PS-084,Android,0.1,2026,E4_PoisonShield,accuracy,0.9237472766884532
PS-084,Android,0.1,2026,E4_PoisonShield,macro_precision,0.9117635164451204
PS-084,Android,0.1,2026,E4_PoisonShield,macro_recall,0.9114747835561772
PS-084,Android,0.1,2026,E4_PoisonShield,macro_f1,0.9109084057968192
PS-084,Android,0.1,2026,E4_PoisonShield,balanced_accuracy,0.9114747835561772
PS-084,Android,0.1,2026,E4_PoisonShield,retention,0.887954593231028
PS-084,Android,0.1,2026,E4_PoisonShield,poison_removal_rate,0.953781512605042
PS-085,Android,0.2,42,E1_No_Defense,accuracy,0.920479302832244
PS-085,Android,0.2,42,E1_No_Defense,macro_precision,0.9213909416719628
PS-085,Android,0.2,42,E1_No_Defense,macro_recall,0.905052155134291
PS-085,Android,0.2,42,E1_No_Defense,macro_f1,0.9120039195721198
PS-085,Android,0.2,42,E1_No_Defense,balanced_accuracy,0.905052155134291
PS-085,Android,0.2,42,E1_No_Defense,retention,1.0
PS-085,Android,0.2,42,E1_No_Defense,poison_removal_rate,0.0
PS-086,Android,0.2,42,E2_Integrity_Only,accuracy,0.9215686274509804
PS-086,Android,0.2,42,E2_Integrity_Only,macro_precision,0.911288674479144
PS-086,Android,0.2,42,E2_Integrity_Only,macro_recall,0.9069309415840257
PS-086,Android,0.2,42,E2_Integrity_Only,macro_f1,0.9086597951444612
PS-086,Android,0.2,42,E2_Integrity_Only,balanced_accuracy,0.9069309415840257
PS-086,Android,0.2,42,E2_Integrity_Only,retention,0.7910670902635022
PS-086,Android,0.2,42,E2_Integrity_Only,poison_removal_rate,0.950467289719626
PS-087,Android,0.2,42,E3_Anomaly_Only,accuracy,0.9226579520697168
PS-087,Android,0.2,42,E3_Anomaly_Only,macro_precision,0.9179397062789418
PS-087,Android,0.2,42,E3_Anomaly_Only,macro_recall,0.9073888118038737
PS-087,Android,0.2,42,E3_Anomaly_Only,macro_f1,0.9111936027289927
PS-087,Android,0.2,42,E3_Anomaly_Only,balanced_accuracy,0.9073888118038737
PS-087,Android,0.2,42,E3_Anomaly_Only,retention,0.9534666417492056
PS-087,Android,0.2,42,E3_Anomaly_Only,poison_removal_rate,0.0355140186915887
PS-088,Android,0.2,42,E4_PoisonShield,accuracy,0.9226579520697168
PS-088,Android,0.2,42,E4_PoisonShield,macro_precision,0.9137501772754024
PS-088,Android,0.2,42,E4_PoisonShield,macro_recall,0.9070424802600612
PS-088,Android,0.2,42,E4_PoisonShield,macro_f1,0.9093600760014574
PS-088,Android,0.2,42,E4_PoisonShield,balanced_accuracy,0.9070424802600612
PS-088,Android,0.2,42,E4_PoisonShield,retention,0.7856475425154177
PS-088,Android,0.2,42,E4_PoisonShield,poison_removal_rate,0.950467289719626
PS-089,Android,0.2,123,E1_No_Defense,accuracy,0.9226579520697168
PS-089,Android,0.2,123,E1_No_Defense,macro_precision,0.9188832029812828
PS-089,Android,0.2,123,E1_No_Defense,macro_recall,0.9049363986007652
PS-089,Android,0.2,123,E1_No_Defense,macro_f1,0.9106265384959904
PS-089,Android,0.2,123,E1_No_Defense,balanced_accuracy,0.9049363986007652
PS-089,Android,0.2,123,E1_No_Defense,retention,1.0
PS-089,Android,0.2,123,E1_No_Defense,poison_removal_rate,0.0
PS-090,Android,0.2,123,E2_Integrity_Only,accuracy,0.9226579520697168
PS-090,Android,0.2,123,E2_Integrity_Only,macro_precision,0.9121310141242284
PS-090,Android,0.2,123,E2_Integrity_Only,macro_recall,0.9073990008715352
PS-090,Android,0.2,123,E2_Integrity_Only,macro_f1,0.9093111397342292
PS-090,Android,0.2,123,E2_Integrity_Only,balanced_accuracy,0.9073990008715352
PS-090,Android,0.2,123,E2_Integrity_Only,retention,0.7867688282564007
PS-090,Android,0.2,123,E2_Integrity_Only,poison_removal_rate,0.9607476635514018
PS-091,Android,0.2,123,E3_Anomaly_Only,accuracy,0.9161220043572984
PS-091,Android,0.2,123,E3_Anomaly_Only,macro_precision,0.9106026825799932
PS-091,Android,0.2,123,E3_Anomaly_Only,macro_recall,0.8973868795587887
PS-091,Android,0.2,123,E3_Anomaly_Only,macro_f1,0.9024071782022446
PS-091,Android,0.2,123,E3_Anomaly_Only,balanced_accuracy,0.8973868795587887
PS-091,Android,0.2,123,E3_Anomaly_Only,retention,0.9508503083535788
PS-091,Android,0.2,123,E3_Anomaly_Only,poison_removal_rate,0.0485981308411214
PS-092,Android,0.2,123,E4_PoisonShield,accuracy,0.920479302832244
PS-092,Android,0.2,123,E4_PoisonShield,macro_precision,0.9128630899262667
PS-092,Android,0.2,123,E4_PoisonShield,macro_recall,0.909323533653837
PS-092,Android,0.2,123,E4_PoisonShield,macro_f1,0.9101960118420432
PS-092,Android,0.2,123,E4_PoisonShield,balanced_accuracy,0.909323533653837
PS-092,Android,0.2,123,E4_PoisonShield,retention,0.7809755185946552
PS-092,Android,0.2,123,E4_PoisonShield,poison_removal_rate,0.9607476635514018
PS-093,Android,0.2,2026,E1_No_Defense,accuracy,0.9193899782135077
PS-093,Android,0.2,2026,E1_No_Defense,macro_precision,0.9155079978344928
PS-093,Android,0.2,2026,E1_No_Defense,macro_recall,0.8999346864087654
PS-093,Android,0.2,2026,E1_No_Defense,macro_f1,0.9065310266002496
PS-093,Android,0.2,2026,E1_No_Defense,balanced_accuracy,0.8999346864087654
PS-093,Android,0.2,2026,E1_No_Defense,retention,1.0
PS-093,Android,0.2,2026,E1_No_Defense,poison_removal_rate,0.0
PS-094,Android,0.2,2026,E2_Integrity_Only,accuracy,0.9248366013071896
PS-094,Android,0.2,2026,E2_Integrity_Only,macro_precision,0.916292369660788
PS-094,Android,0.2,2026,E2_Integrity_Only,macro_recall,0.9115546228575552
PS-094,Android,0.2,2026,E2_Integrity_Only,macro_f1,0.9131477662260716
PS-094,Android,0.2,2026,E2_Integrity_Only,balanced_accuracy,0.9115546228575552
PS-094,Android,0.2,2026,E2_Integrity_Only,retention,0.7895720426088582
PS-094,Android,0.2,2026,E2_Integrity_Only,poison_removal_rate,0.9523364485981308
PS-095,Android,0.2,2026,E3_Anomaly_Only,accuracy,0.9139433551198256
PS-095,Android,0.2,2026,E3_Anomaly_Only,macro_precision,0.9085260515729152
PS-095,Android,0.2,2026,E3_Anomaly_Only,macro_recall,0.8956327925364281
PS-095,Android,0.2,2026,E3_Anomaly_Only,macro_f1,0.9001879591032894
PS-095,Android,0.2,2026,E3_Anomaly_Only,balanced_accuracy,0.8956327925364281
PS-095,Android,0.2,2026,E3_Anomaly_Only,retention,0.9532797607923752
PS-095,Android,0.2,2026,E3_Anomaly_Only,poison_removal_rate,0.0364485981308411
PS-096,Android,0.2,2026,E4_PoisonShield,accuracy,0.9237472766884532
PS-096,Android,0.2,2026,E4_PoisonShield,macro_precision,0.9169395246449752
PS-096,Android,0.2,2026,E4_PoisonShield,macro_recall,0.9084496298062668
PS-096,Android,0.2,2026,E4_PoisonShield,macro_f1,0.912136805216888
PS-096,Android,0.2,2026,E4_PoisonShield,balanced_accuracy,0.9084496298062668
PS-096,Android,0.2,2026,E4_PoisonShield,retention,0.7837787329471126
PS-096,Android,0.2,2026,E4_PoisonShield,poison_removal_rate,0.9532710280373832
