dataset,poisoning_rate,metric,comparison,n_pairs,mean_difference,median_difference,rank_biserial_effect,wilcoxon_statistic,p_value,holm_p_value,holm_reject,effect_direction,friedman_statistic,friedman_p_value,friedman_significant_05
Android,0.1,accuracy,E4_PoisonShield_vs_E3_Anomaly_Only,3,-0.0010893246187363,-0.0010893246187363,-1.0,0.0,0.5,1.0,False,PoisonShield_lower,3.2500000000000018,0.3546625597824873,False
Android,0.1,macro_precision,E4_PoisonShield_vs_E1_No_Defense,3,-0.0028082288738085,-0.0025529535934236,-0.6666666666666666,1.0,0.5,1.0,False,PoisonShield_lower,4.200000000000003,0.2406618852096149,False
Android,0.1,macro_precision,E4_PoisonShield_vs_E2_Integrity_Only,3,0.0010584262132146,0.0030235903438288,0.3333333333333333,2.0,0.75,1.0,False,PoisonShield_higher,4.200000000000003,0.2406618852096149,False
Android,0.1,macro_precision,E4_PoisonShield_vs_E3_Anomaly_Only,3,-0.0056589313577226,-0.0040170122975176,-1.0,0.0,0.25,0.75,False,PoisonShield_lower,4.200000000000003,0.2406618852096149,False
Android,0.1,macro_recall,E4_PoisonShield_vs_E1_No_Defense,3,0.0009726929654884,0.0010934035836228,0.3333333333333333,2.0,0.75,1.0,False,PoisonShield_higher,2.6000000000000014,0.4574895468781833,False
Android,0.1,macro_recall,E4_PoisonShield_vs_E2_Integrity_Only,3,0.002139481624508,0.0023297992528387,0.6666666666666666,1.0,0.5,1.0,False,PoisonShield_higher,2.6000000000000014,0.4574895468781833,False
Android,0.1,macro_recall,E4_PoisonShield_vs_E3_Anomaly_Only,3,-0.0002537934038292,-0.0005831755795644,-0.3333333333333333,2.0,0.75,1.0,False,PoisonShield_lower,2.6000000000000014,0.4574895468781833,False
Android,0.1,macro_f1,E4_PoisonShield_vs_E1_No_Defense,3,-0.0009836577962968,-0.0011274956238483,-0.3333333333333333,2.0,0.75,1.0,False,PoisonShield_lower,4.200000000000003,0.2406618852096149,False
Android,0.1,macro_f1,E4_PoisonShield_vs_E2_Integrity_Only,3,0.0015481055503558,0.0013101310975104,0.6666666666666666,1.0,0.5,1.0,False,PoisonShield_higher,4.200000000000003,0.2406618852096149,False
Android,0.1,macro_f1,E4_PoisonShield_vs_E3_Anomaly_Only,3,-0.0025253569883086,-0.0029568251494725,-1.0,0.0,0.25,0.75,False,PoisonShield_lower,4.200000000000003,0.2406618852096149,False
Android,0.1,balanced_accuracy,E4_PoisonShield_vs_E1_No_Defense,3,0.0009726929654884,0.0010934035836228,0.3333333333333333,2.0,0.75,1.0,False,PoisonShield_higher,2.6000000000000014,0.4574895468781833,False
Android,0.1,balanced_accuracy,E4_PoisonShield_vs_E2_Integrity_Only,3,0.002139481624508,0.0023297992528387,0.6666666666666666,1.0,0.5,1.0,False,PoisonShield_higher,2.6000000000000014,0.4574895468781833,False
Android,0.1,balanced_accuracy,E4_PoisonShield_vs_E3_Anomaly_Only,3,-0.0002537934038292,-0.0005831755795644,-0.3333333333333333,2.0,0.75,1.0,False,PoisonShield_lower,2.6000000000000014,0.4574895468781833,False
Android,0.1,retention,E4_PoisonShield_vs_E1_No_Defense,3,-0.1127461285123677,-0.112045406768972,-1.0,0.0,0.25,0.75,False,PoisonShield_lower,9.0,0.0292908865348882,True
Android,0.1,retention,E4_PoisonShield_vs_E2_Integrity_Only,3,-0.0064466400392404,-0.0065167122135799,-1.0,0.0,0.25,0.75,False,PoisonShield_lower,9.0,0.0292908865348882,True
Android,0.1,retention,E4_PoisonShield_vs_E3_Anomaly_Only,3,-0.0639758951720272,-0.0641160395207064,-1.0,0.0,0.25,0.75,False,PoisonShield_lower,9.0,0.0292908865348882,True
Android,0.1,poison_removal_rate,E4_PoisonShield_vs_E1_No_Defense,3,0.9586834733893556,0.953781512605042,1.0,0.0,0.25,0.75,False,PoisonShield_higher,9.000000000000002,0.0292908865348881,True
Android,0.1,poison_removal_rate,E4_PoisonShield_vs_E2_Integrity_Only,3,0.0,0.0,0.0,0.0,1.0,1.0,False,No_difference,9.000000000000002,0.0292908865348881,True
Android,0.1,poison_removal_rate,E4_PoisonShield_vs_E3_Anomaly_Only,3,0.9145658263305322,0.9180672268907564,1.0,0.0,0.25,0.75,False,PoisonShield_higher,9.000000000000002,0.0292908865348881,True
Android,0.2,accuracy,E4_PoisonShield_vs_E1_No_Defense,3,0.0014524328249818,0.0021786492374727,0.5,1.5,0.75,1.0,False,PoisonShield_higher,2.142857142857143,0.5432912450214109,False
Android,0.2,accuracy,E4_PoisonShield_vs_E2_Integrity_Only,3,-0.0007262164124909,-0.0010893246187363,-0.5,1.5,0.75,1.0,False,PoisonShield_lower,2.142857142857143,0.5432912450214109,False
Android,0.2,accuracy,E4_PoisonShield_vs_E3_Anomaly_Only,3,0.004720406681191,0.0043572984749455,1.0,0.0,0.5,1.0,False,PoisonShield_higher,2.142857142857143,0.5432912450214109,False
Android,0.2,macro_precision,E4_PoisonShield_vs_E1_No_Defense,3,-0.0040764502136979,-0.006020113055016,-0.6666666666666666,1.0,0.5,1.0,False,PoisonShield_lower,3.4000000000000057,0.3339652490901599,False
Android,0.2,macro_precision,E4_PoisonShield_vs_E2_Integrity_Only,3,0.0012802445274946,0.0007320758020383,1.0,0.0,0.25,0.75,False,PoisonShield_higher,3.4000000000000057,0.3339652490901599,False
Android,0.2,macro_precision,E4_PoisonShield_vs_E3_Anomaly_Only,3,0.002161450471598,0.0022604073462735,0.3333333333333333,2.0,0.75,1.0,False,PoisonShield_higher,3.4000000000000057,0.3339652490901599,False
Android,0.2,macro_recall,E4_PoisonShield_vs_E1_No_Defense,3,0.0049641345254477,0.0043871350530717,1.0,0.0,0.25,0.75,False,PoisonShield_higher,3.4000000000000057,0.3339652490901599,False
Android,0.2,macro_recall,E4_PoisonShield_vs_E2_Integrity_Only,3,-0.0003563071976503,0.0001115386760355,0.0,3.0,1.0,1.0,False,PoisonShield_lower,3.4000000000000057,0.3339652490901599,False
Android,0.2,macro_recall,E4_PoisonShield_vs_E3_Anomaly_Only,3,0.0081357199403581,0.0119366540950482,0.6666666666666666,1.0,0.5,1.0,False,PoisonShield_higher,3.4000000000000057,0.3339652490901599,False
Android,0.2,macro_f1,E4_PoisonShield_vs_E1_No_Defense,3,0.0008438027973429,-0.0004305266539471,0.0,3.0,1.0,1.0,False,PoisonShield_higher,2.6000000000000014,0.4574895468781833,False
Android,0.2,macro_f1,E4_PoisonShield_vs_E2_Integrity_Only,3,0.0001913973185422,0.0007002808569962,0.0,3.0,1.0,1.0,False,PoisonShield_higher,2.6000000000000014,0.4574895468781833,False
Android,0.2,macro_f1,E4_PoisonShield_vs_E3_Anomaly_Only,3,0.0059680510086206,0.0077888336397986,0.6666666666666666,1.0,0.5,1.0,False,PoisonShield_higher,2.6000000000000014,0.4574895468781833,False
Android,0.2,balanced_accuracy,E4_PoisonShield_vs_E1_No_Defense,3,0.0049641345254477,0.0043871350530717,1.0,0.0,0.25,0.75,False,PoisonShield_higher,3.4000000000000057,0.3339652490901599,False
Android,0.2,balanced_accuracy,E4_PoisonShield_vs_E2_Integrity_Only,3,-0.0003563071976503,0.0001115386760355,0.0,3.0,1.0,1.0,False,PoisonShield_lower,3.4000000000000057,0.3339652490901599,False
Android,0.2,balanced_accuracy,E4_PoisonShield_vs_E3_Anomaly_Only,3,0.0081357199403581,0.0119366540950482,0.6666666666666666,1.0,0.5,1.0,False,PoisonShield_higher,3.4000000000000057,0.3339652490901599,False
Android,0.2,retention,E4_PoisonShield_vs_E1_No_Defense,3,-0.2165327353142715,-0.2162212670528873,-1.0,0.0,0.25,0.75,False,PoisonShield_lower,9.0,0.0292908865348882,True
Android,0.2,retention,E4_PoisonShield_vs_E2_Integrity_Only,3,-0.0056687223571918,-0.0057933096617455,-1.0,0.0,0.25,0.75,False,PoisonShield_lower,9.0,0.0292908865348882,True
Android,0.2,retention,E4_PoisonShield_vs_E3_Anomaly_Only,3,-0.1690649722793246,-0.1695010278452625,-1.0,0.0,0.25,0.75,False,PoisonShield_lower,9.0,0.0292908865348882,True
Android,0.2,poison_removal_rate,E4_PoisonShield_vs_E1_No_Defense,3,0.954828660436137,0.9532710280373832,1.0,0.0,0.25,0.75,False,PoisonShield_higher,8.785714285714288,0.0322798659193957,True
Android,0.2,poison_removal_rate,E4_PoisonShield_vs_E2_Integrity_Only,3,0.0003115264797507,0.0,1.0,0.0,1.0,1.0,False,PoisonShield_higher,8.785714285714288,0.0322798659193957,True
Android,0.2,poison_removal_rate,E4_PoisonShield_vs_E3_Anomaly_Only,3,0.9146417445482866,0.9149532710280374,1.0,0.0,0.25,0.75,False,PoisonShield_higher,8.785714285714288,0.0322798659193957,True
