experiment_id,dataset,poisoning_rate,seed,defense,original_training_rows,retained_training_rows,retention,original_poison_rows,retained_poison_rows,removed_poison_rows,poison_removal_rate,accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,training_time_seconds,inference_time_seconds,total_runtime_seconds,confusion_matrix,alpha,beta,risk_threshold,timestamp
PS-087,Android,0.2,42,E3_Anomaly_Only,5351,5102,0.9534666417492057,1070,1032,38,0.03551401869158879,0.9226579520697168,0.9179397062789418,0.9073888118038737,0.9111936027289929,0.9073888118038737,1.8405779000022449,0.17921029998979066,2.615676599991275,"[[75, 0, 6, 1, 1], [5, 115, 10, 3, 6], [1, 2, 256, 4, 6], [7, 2, 13, 147, 0], [0, 3, 1, 0, 254]]",0.1,0.9,0.084899181695,2026-09-11T23:30:47.916513
PS-088,Android,0.2,42,E4_PoisonShield,5351,4204,0.7856475425154177,1070,53,1017,0.9504672897196261,0.9226579520697168,0.9137501772754023,0.9070424802600613,0.9093600760014574,0.9070424802600613,1.4647059999988414,0.1359299000032479,1.9880981000023894,"[[74, 0, 4, 4, 1], [6, 115, 7, 3, 8], [3, 2, 254, 4, 6], [5, 3, 11, 150, 0], [0, 3, 1, 0, 254]]",0.1,0.9,0.084899181695,2026-09-11T23:30:49.938430
PS-089,Android,0.2,123,E1_No_Defense,5351,5351,1.0,1070,1070,0,0.0,0.9226579520697168,0.9188832029812829,0.9049363986007652,0.9106265384959903,0.9049363986007652,1.7858952999959001,0.15080139999918174,2.4050023000017973,"[[73, 0, 7, 2, 1], [4, 115, 12, 0, 8], [1, 3, 256, 3, 6], [7, 3, 10, 149, 0], [0, 2, 1, 1, 254]]",0.1,0.9,0.084899181695,2026-09-11T23:30:52.384112
PS-090,Android,0.2,123,E2_Integrity_Only,5351,4210,0.7867688282564007,1070,42,1028,0.9607476635514018,0.9226579520697168,0.9121310141242283,0.9073990008715352,0.9093111397342291,0.9073990008715352,1.6919721000012942,0.19250819999433588,2.3794036000035703,"[[73, 0, 6, 3, 1], [5, 118, 7, 2, 7], [2, 4, 254, 3, 6], [6, 5, 8, 150, 0], [0, 4, 1, 1, 252]]",0.1,0.9,0.084899181695,2026-09-11T23:30:54.799664
PS-091,Android,0.2,123,E3_Anomaly_Only,5351,5088,0.9508503083535788,1070,1018,52,0.048598130841121495,0.9161220043572985,0.9106026825799931,0.8973868795587887,0.9024071782022446,0.8973868795587887,1.9781800999917323,0.17694209999172017,2.774672700004885,"[[72, 0, 8, 2, 1], [5, 113, 12, 0, 9], [2, 3, 254, 4, 6], [8, 2, 10, 149, 0], [0, 2, 2, 1, 253]]",0.1,0.9,0.084899181695,2026-09-11T23:30:57.612015
PS-092,Android,0.2,123,E4_PoisonShield,5351,4179,0.7809755185946552,1070,42,1028,0.9607476635514018,0.920479302832244,0.9128630899262667,0.909323533653837,0.9101960118420432,0.909323533653837,2.2145418000000063,0.23069129999203142,2.948653399987961,"[[77, 0, 4, 2, 0], [4, 114, 9, 3, 9], [2, 3, 254, 4, 6], [6, 4, 10, 149, 0], [0, 5, 1, 1, 251]]",0.1,0.9,0.084899181695,2026-09-11T23:31:00.586986
PS-093,Android,0.2,2026,E1_No_Defense,5351,5351,1.0,1070,1070,0,0.0,0.9193899782135077,0.9155079978344929,0.8999346864087654,0.9065310266002496,0.8999346864087654,2.900718400007463,0.3114711000089301,3.694229799992172,"[[71, 0, 8, 3, 1], [5, 114, 11, 2, 7], [2, 2, 255, 4, 6], [5, 2, 10, 152, 0], [0, 3, 3, 0, 252]]",0.1,0.9,0.084899181695,2026-09-11T23:31:04.310702
PS-094,Android,0.2,2026,E2_Integrity_Only,5351,4225,0.7895720426088582,1070,51,1019,0.9523364485981308,0.9248366013071896,0.9162923696607879,0.9115546228575552,0.9131477662260717,0.9115546228575552,2.129260299989255,0.23671169999579433,2.7678654000046663,"[[75, 0, 5, 2, 1], [6, 117, 6, 3, 7], [2, 3, 254, 4, 6], [5, 4, 10, 150, 0], [0, 3, 2, 0, 253]]",0.1,0.9,0.084899181695,2026-09-11T23:31:07.118998
PS-095,Android,0.2,2026,E3_Anomaly_Only,5351,5101,0.9532797607923753,1070,1031,39,0.03644859813084112,0.9139433551198257,0.9085260515729153,0.8956327925364281,0.9001879591032894,0.8956327925364281,2.040436800001771,0.3112787999998545,2.988854999988689,"[[73, 0, 8, 1, 1], [6, 109, 14, 2, 8], [2, 3, 254, 4, 6], [7, 2, 9, 151, 0], [0, 3, 3, 0, 252]]",0.1,0.9,0.084899181695,2026-09-11T23:31:10.160867
PS-096,Android,0.2,2026,E4_PoisonShield,5351,4194,0.7837787329471126,1070,50,1020,0.9532710280373832,0.9237472766884531,0.9169395246449751,0.9084496298062668,0.9121368052168881,0.9084496298062668,2.1502007999952184,0.20249019999755546,2.753985899995314,"[[74, 0, 5, 3, 1], [4, 116, 6, 4, 9], [1, 3, 255, 4, 6], [5, 5, 9, 150, 0], [0, 3, 1, 1, 253]]",0.1,0.9,0.084899181695,2026-09-11T23:31:12.952745
