attack_type,n_attack,precision,recall,f1,roc_auc,pr_auc,fpr,fnr
backdoor_injection,783,0.08928571428571429,0.038314176245210725,0.05361930294906166,0.6417333265686921,0.13910181796060936,0.05002452182442374,0.9616858237547893
feature_poisoning,783,0.09198813056379822,0.03959131545338442,0.055357142857142855,0.41754685296989674,0.09394114914670303,0.05002452182442374,0.9604086845466155
missing_value_injection,783,0.10526315789473684,0.04597701149425287,0.064,0.4294180675633157,0.09581822727855525,0.05002452182442374,0.9540229885057471
gaussian_noise_injection,783,0.09198813056379822,0.03959131545338442,0.055357142857142855,0.43291824743178525,0.0951092394165294,0.05002452182442374,0.9604086845466155
label_flipping,783,0.08383233532934131,0.035759897828863345,0.050134288272157566,0.4532901523735434,0.10187482948488594,0.05002452182442374,0.9642401021711366
outlier_injection,783,0.11560693641618497,0.05108556832694764,0.070859167404783,0.476859081040193,0.10942712271630181,0.05002452182442374,0.9489144316730523
sample_duplication,783,0.09734513274336283,0.0421455938697318,0.058823529411764705,0.4290085353486954,0.09729891999274673,0.05002452182442374,0.9578544061302682
