dataset,precision,recall,f1,roc_auc,pr_auc,fpr,fnr,tn,fp,fn,tp,attack_type
Android,0.9399759903961584,1.0,0.969059405940594,0.9991030586826363,0.9818576075342335,0.008173941474579042,0.0,6067,50,0,783,backdoor_injection
Android,0.9399759903961584,1.0,0.969059405940594,0.9990967951259507,0.9812029879055129,0.008173941474579042,0.0,6067,50,0,783,feature_poisoning
Android,0.9398315282791817,0.9974457215836526,0.9677819083023544,0.998762321198945,0.9799077713937225,0.008173941474579042,0.002554278416347382,6067,50,2,781,gaussian_noise_injection
Android,0.9396863691194209,0.9948914431673053,0.966501240694789,0.998443506163653,0.9799767044632446,0.008173941474579042,0.005108556832694764,6067,50,4,779,label_flipping
Android,0.9399759903961584,1.0,0.969059405940594,0.9991030586826362,0.9818380223813223,0.008173941474579042,0.0,6067,50,0,783,missing_value_injection
Android,0.9399759903961584,1.0,0.969059405940594,0.999125607486704,0.9835194125043417,0.008173941474579042,0.0,6067,50,0,783,outlier_injection
Android,0.9399759903961584,1.0,0.969059405940594,0.9990999269042935,0.9815344231295666,0.008173941474579042,0.0,6067,50,0,783,sample_duplication
